time_stamp,veh_0,veh_1,veh_2,veh_3,veh_4,veh_5,veh_6,veh_7,veh_8,veh_9,veh_10,veh_11,veh_12,veh_13,veh_14,veh_15,veh_16,veh_17,veh_18,veh_19
276,"['12.35', '3385.82']","['7.74', '1972.65']","['10.7', '2753.92']","['13.44', '3511.59']","['10.66', '2906.44']","['2.28', '727.03']","['11.29', '2987.03']","['5.21', '1292.97']","['6.65', '1813.08']","['3.5', '966.79']","['13.94', '3311.38']","['10.88', '2638.21']","['11.44', '2818.36']","['14.62', '3454.12']","['8.94', '2102.85']","['6.93', '1541.24']","['4.56', '1073.35']","['7.93', '1653.17']","['7.27', '1577.26']","['16.76', '3419.18']"
277,"['12.89', '3398.71']","['7.22', '1979.87']","['9.82', '2763.74']","['13.57', '3525.16']","['10.86', '2917.3']","['2.41', '729.44']","['11.41', '2998.45']","['4.88', '1297.85']","['7.57', '1820.66']","['4.12', '970.9']","['13.24', '3324.63']","['11.59', '2649.8']","['11.29', '2829.65']","['14.38', '3468.51']","['9.42', '2112.27']","['6.43', '1547.67']","['4.12', '1077.46']","['6.78', '1659.95']","['7.42', '1584.68']","['16', '3435.18']"
278,"['12.61', '3411.32']","['7.21', '1987.08']","['10.91', '2774.65']","['13.23', '3538.39']","['10.63', '2927.93']","['2.41', '731.84']","['12.07', '3010.51']","['5.21', '1303.06']","['7.53', '1828.19']","['3.21', '974.12']","['14', '3338.63']","['11.17', '2660.97']","['12.46', '2842.11']","['14.78', '3483.29']","['9.24', '2121.51']","['6.48', '1554.15']","['4.66', '1082.12']","['6.94', '1666.9']","['6.74', '1591.42']","['16.36', '3451.53']"
279,"['12.13', '3423.44']","['6.95', '1994.03']","['9.73', '2784.38']","['12.78', '3551.18']","['10.65', '2938.58']","['2.73', '734.57']","['12.17', '3022.68']","['5.59', '1308.65']","['6.64', '1834.83']","['4.12', '978.23']","['13.41', '3352.04']","['10.5', '2671.48']","['11.53', '2853.65']","['15.01', '3498.3']","['9.68', '2131.18']","['7.17', '1561.32']","['4.1', '1086.22']","['7.49', '1674.38']","['7.51', '1598.93']","['16.22', '3467.76']"
280,"['12.87', '3436.31']","['7.15', '2001.18']","['10.67', '2795.04']","['13.01', '3564.19']","['11.61', '2950.19']","['2.52', '737.09']","['12.4', '3035.08']","['4.5', '1313.15']","['7.61', '1842.44']","['3.5', '981.74']","['13.92', '3365.96']","['10.47', '2681.94']","['11.56', '2865.21']","['15.23', '3513.53']","['10.07', '2141.25']","['7.32', '1568.64']","['4.45', '1090.67']","['8.02', '1682.4']","['6.82', '1605.75']","['16.17', '3483.93']"
281,"['12.05', '3448.37']","['7.08', '2008.25']","['10.51', '2805.55']","['13.65', '3577.84']","['11.08', '2961.27']","['2.74', '739.83']","['12.18', '3047.26']","['5.18', '1318.33']","['7.77', '1850.21']","['4.38', '986.12']","['14.21', '3380.17']","['11.52', '2693.46']","['12.28', '2877.49']","['14.85', '3528.38']","['8.85', '2150.1']","['7.25', '1575.89']","['4.97', '1095.64']","['7.51', '1689.91']","['6.74', '1612.49']","['16.61', '3500.54']"
282,"['12.15', '3460.52']","['7.08', '2015.33']","['9.75', '2815.3']","['12.72', '3590.56']","['11.57', '2972.84']","['2.38', '742.21']","['11.14', '3058.4']","['4.96', '1323.29']","['6.76', '1856.98']","['3.95', '990.07']","['13.7', '3393.86']","['10.46', '2703.92']","['12.4', '2889.89']","['15.08', '3543.46']","['9.5', '2159.59']","['7.39', '1583.28']","['4.18', '1099.82']","['7.6', '1697.51']","['6.55', '1619.04']","['16.62', '3517.15']"
283,"['12.01', '3472.53']","['7.79', '2023.12']","['9.85', '2825.15']","['13.91', '3604.47']","['11.77', '2984.61']","['3.1', '745.32']","['11.25', '3069.65']","['4.54', '1327.84']","['7.72', '1864.7']","['3.7', '993.77']","['13.88', '3407.74']","['11.33', '2715.25']","['12.13', '2902.02']","['15.29', '3558.75']","['9.38', '2168.98']","['6.76', '1590.04']","['4.95', '1104.76']","['8', '1705.51']","['7.17', '1626.21']","['16.18', '3533.34']"
284,"['11.98', '3484.51']","['7.47', '2030.59']","['10.63', '2835.78']","['12.83', '3617.31']","['11.16', '2995.77']","['3.29', '748.6']","['11.37', '3081.02']","['5.57', '1333.41']","['7.75', '1872.45']","['3.25', '997.02']","['13.31', '3421.05']","['11.29', '2726.54']","['11.23', '2913.24']","['15.58', '3574.33']","['9.58', '2178.56']","['7.26', '1597.3']","['4.12', '1108.89']","['7.97', '1713.48']","['6.75', '1632.97']","['16.18', '3549.52']"
285,"['11.86', '3496.37']","['7.43', '2038.02']","['10.81', '2846.59']","['13.92', '3631.23']","['11.05', '3006.83']","['2.23', '750.84']","['11.85', '3092.87']","['5.12', '1338.53']","['6.59', '1879.04']","['3.7', '1000.72']","['13.76', '3434.82']","['10.6', '2737.14']","['12.2', '2925.44']","['15.18', '3589.5']","['9.97', '2188.53']","['6.62', '1603.92']","['5.29', '1114.17']","['7.37', '1720.85']","['6.84', '1639.81']","['16.07', '3565.59']"
286,"['12.3', '3508.67']","['7.02', '2045.05']","['10.77', '2857.36']","['13.87', '3645.1']","['10.93', '3017.75']","['2.63', '753.46']","['11.92', '3104.79']","['5.29', '1343.82']","['7.31', '1886.35']","['3.7', '1004.43']","['13.02', '3447.84']","['10.84', '2747.99']","['11.34', '2936.79']","['15.55', '3605.06']","['9.31', '2197.84']","['6.88', '1610.8']","['5.04', '1119.22']","['7.06', '1727.92']","['6.79', '1646.59']","['16.26', '3581.85']"
287,"['12.82', '3521.49']","['6.93', '2051.98']","['10.37', '2867.73']","['12.91', '3658.01']","['11.26', '3029.01']","['3.12', '756.58']","['12.26', '3117.05']","['4.48', '1348.3']","['6.67', '1893.02']","['3.21', '1007.64']","['14.2', '3462.03']","['10.73', '2758.72']","['11.51', '2948.3']","['14.61', '3619.67']","['9.66', '2207.5']","['7.12', '1617.92']","['4.81', '1124.02']","['7.48', '1735.39']","['7.47', '1654.06']","['15.85', '3597.69']"
288,"['12.45', '3533.94']","['6.74', '2058.72']","['10.59', '2878.32']","['13.28', '3671.29']","['10.53', '3039.54']","['2.53', '759.11']","['11.6', '3128.65']","['5.6', '1353.9']","['6.99', '1900.01']","['4.08', '1011.72']","['13.15', '3475.18']","['10.57', '2769.29']","['11.49', '2959.8']","['15.05', '3634.72']","['9.51', '2217.01']","['6.57', '1624.48']","['5.13', '1129.16']","['7.25', '1742.64']","['7.37', '1661.44']","['16.61', '3614.3']"
289,"['12.9', '3546.84']","['7.28', '2066']","['10.04', '2888.36']","['13.29', '3684.58']","['11.61', '3051.15']","['2.32', '761.43']","['11.59', '3140.24']","['4.6', '1358.5']","['6.72', '1906.73']","['4.02', '1015.74']","['13.22', '3488.4']","['10.33', '2779.62']","['12.47', '2972.27']","['15.21', '3649.94']","['9.13', '2226.14']","['6.86', '1631.35']","['4.96', '1134.12']","['7.7', '1750.34']","['6.58', '1668.02']","['17.08', '3631.38']"
290,"['12.91', '3559.75']","['6.99', '2072.99']","['10.5', '2898.86']","['13.81', '3698.39']","['11.45', '3062.6']","['3.32', '764.75']","['11.23', '3151.47']","['5.5', '1364']","['7.89', '1914.62']","['3.33', '1019.07']","['14.22', '3502.62']","['10.42', '2790.05']","['11.9', '2984.17']","['14.41', '3664.35']","['9.56', '2235.7']","['7.15', '1638.5']","['5.19', '1139.31']","['7.29', '1757.64']","['6.65', '1674.68']","['16.01', '3647.4']"
291,"['11.89', '3571.63']","['7.11', '2080.1']","['10.42', '2909.28']","['13.37', '3711.76']","['10.83', '3073.43']","['3', '767.74']","['11.44', '3162.91']","['4.48', '1368.48']","['6.6', '1921.21']","['3.36', '1022.43']","['14.04', '3516.66']","['11.17', '2801.21']","['12.4', '2996.57']","['15.27', '3679.61']","['9.49', '2245.18']","['6.91', '1645.41']","['4.12', '1143.43']","['7.94', '1765.58']","['7.73', '1682.41']","['17.14', '3664.53']"
292,"['11.87', '3583.5']","['6.91', '2087.01']","['10.1', '2919.38']","['12.69', '3724.45']","['10.94', '3084.37']","['2.21', '769.96']","['12.27', '3175.18']","['4.87', '1373.36']","['6.96', '1928.18']","['3.43', '1025.86']","['13.74', '3530.4']","['11.22', '2812.43']","['11.44', '3008.01']","['15.13', '3694.74']","['8.93', '2254.12']","['6.56', '1651.98']","['4.98', '1148.4']","['7.44', '1773.02']","['6.73', '1689.13']","['16.1', '3680.64']"
293,"['12.46', '3595.96']","['7.74', '2094.75']","['10.04', '2929.43']","['13.68', '3738.13']","['10.79', '3095.16']","['2.41', '772.36']","['12.32', '3187.5']","['5.49', '1378.85']","['7.08', '1935.25']","['3.33', '1029.19']","['13.46', '3543.86']","['11.34', '2823.77']","['11.33', '3019.34']","['14.57', '3709.31']","['10.11', '2264.23']","['6.57', '1658.55']","['4.6', '1153']","['7.93', '1780.95']","['7.49', '1696.62']","['16.41', '3697.05']"
294,"['12.87', '3608.83']","['7.09', '2101.83']","['10.79', '2940.22']","['13.06', '3751.19']","['10.86', '3106.02']","['3.18', '775.54']","['11.67', '3199.17']","['5.24', '1384.08']","['7.21', '1942.47']","['4.27', '1033.47']","['13.8', '3557.65']","['10.49', '2834.26']","['12.1', '3031.45']","['15.53', '3724.84']","['10.09', '2274.32']","['6.32', '1664.86']","['4.66', '1157.66']","['7.72', '1788.67']","['7.13', '1703.76']","['16.29', '3713.34']"
295,"['12.18', '3621.01']","['6.81', '2108.65']","['10.88', '2951.1']","['12.76', '3763.95']","['10.55', '3116.57']","['2.71', '778.26']","['12.38', '3211.55']","['4.8', '1388.88']","['6.93', '1949.4']","['4.44', '1037.91']","['14.21', '3571.86']","['11.02', '2845.28']","['12.14', '3043.59']","['14.61', '3739.45']","['9.56', '2283.88']","['6.29', '1671.15']","['4.52', '1162.19']","['6.8', '1795.48']","['7.31', '1711.07']","['16.81', '3730.15']"
296,"['11.95', '3632.96']","['6.71', '2115.36']","['10.25', '2961.35']","['12.69', '3776.65']","['11.24', '3127.81']","['2.37', '780.63']","['11.47', '3223.02']","['5.68', '1394.56']","['6.69', '1956.09']","['4.27', '1042.19']","['13.48', '3585.34']","['11.41', '2856.69']","['11.96', '3055.55']","['12.8', '3752.25']","['10.1', '2293.98']","['7.39', '1678.54']","['4.42', '1166.61']","['7.73', '1803.21']","['7.52', '1718.59']","['16.69', '3746.84']"
297,"['12.75', '3645.71']","['7.19', '2122.55']","['10.72', '2972.07']","['13.64', '3790.29']","['10.62', '3138.43']","['2.72', '783.35']","['11.16', '3234.18']","['5.3', '1399.86']","['6.78', '1962.87']","['3.86', '1046.04']","['13.34', '3598.68']","['10.84', '2867.54']","['11.97', '3067.52']","['13.38', '3765.63']","['10.07', '2304.05']","['7.09', '1685.62']","['4.15', '1170.76']","['6.75', '1809.96']","['7.7', '1726.29']","['17.03', '3763.87']"
298,"['12.7', '3658.41']","['6.73', '2129.27']","['10.26', '2982.34']","['13.41', '3803.7']","['11.06', '3149.49']","['2.26', '785.6']","['11.54', '3245.73']","['4.71', '1404.56']","['7.07', '1969.94']","['4.4', '1050.44']","['13.8', '3612.49']","['11.32', '2878.86']","['12.17', '3079.69']","['13.98', '3779.61']","['9.03', '2313.09']","['6.42', '1692.05']","['5.25', '1176.01']","['6.95', '1816.91']","['6.87', '1733.16']","['16.98', '3780.85']"
299,"['12.73', '3671.14']","['7.58', '2136.85']","['9.86', '2992.19']","['13.36', '3817.06']","['11.05', '3160.54']","['3.06', '788.67']","['11.47', '3257.2']","['4.87', '1409.43']","['7.27', '1977.22']","['4.17', '1054.61']","['13.44', '3625.92']","['10.99', '2889.84']","['12.35', '3092.04']","['13.41', '3793.02']","['9.18', '2322.26']","['6.88', '1698.92']","['5.25', '1181.26']","['7.67', '1824.58']","['7.45', '1740.61']","['16.95', '3797.79']"
300,"['12.31', '3683.45']","['7.25', '2144.1']","['10.85', '3003.05']","['13.93', '3831']","['11.11', '3171.65']","['2.27', '790.93']","['11.17', '3268.37']","['4.46', '1413.89']","['7.41', '1984.62']","['3.56', '1058.16']","['13.82', '3639.74']","['11.35', '2901.19']","['11.48', '3103.51']","['13.6', '3806.63']","['9.78', '2332.04']","['7.43', '1706.35']","['4.38', '1185.64']","['7.89', '1832.47']","['7.74', '1748.35']","['16.34', '3814.13']"
301,"['12.69', '3696.14']","['7.45', '2151.55']","['9.99', '3013.04']","['13.48', '3844.48']","['11.06', '3182.71']","['2.56', '793.49']","['11.3', '3279.67']","['5.42', '1419.31']","['7.01', '1991.64']","['4.47', '1062.64']","['13.27', '3653.01']","['10.32', '2911.52']","['12.4', '3115.91']","['13.47', '3820.1']","['9.25', '2341.29']","['6.79', '1713.14']","['5.3', '1190.95']","['7.25', '1839.72']","['6.73', '1755.08']","['16.68', '3830.81']"
302,"['12.73', '3708.87']","['7.84', '2159.39']","['10.9', '3023.94']","['13.54', '3858.02']","['10.48', '3193.19']","['3.02', '796.51']","['12.06', '3291.72']","['4.72', '1424.03']","['6.62', '1998.25']","['3.69', '1066.33']","['13.03', '3666.04']","['10.71', '2922.23']","['12.05', '3127.96']","['13.4', '3833.5']","['9.94', '2351.23']","['6.22', '1719.36']","['4.27', '1195.22']","['7.69', '1847.41']","['7.18', '1762.25']","['15.9', '3846.71']"
303,"['12.29', '3721.16']","['7.58', '2166.97']","['9.81', '3033.75']","['12.8', '3870.81']","['10.96', '3204.15']","['2.17', '798.68']","['11.41', '3303.13']","['4.71', '1428.74']","['7.67', '2005.93']","['3.91', '1070.24']","['13.58', '3679.62']","['11.06', '2933.29']","['12.29', '3140.25']","['14.22', '3847.72']","['9.45', '2360.68']","['6.77', '1726.13']","['4.65', '1199.87']","['7.32', '1854.73']","['7.76', '1770.01']","['17.05', '3863.75']"
304,"['12.61', '3733.77']","['7.75', '2174.72']","['9.91', '3043.67']","['13.68', '3884.49']","['11.62', '3215.77']","['2.3', '800.98']","['11.79', '3314.93']","['4.92', '1433.67']","['6.95', '2012.87']","['3.38', '1073.61']","['14.04', '3693.66']","['11.09', '2944.38']","['12.19', '3152.44']","['12.73', '3860.45']","['9.59', '2370.27']","['6.37', '1732.5']","['4.45', '1204.32']","['7.48', '1862.21']","['7.14', '1777.16']","['16.06', '3879.82']"
305,"['12.82', '3746.59']","['7.12', '2181.84']","['10.85', '3054.51']","['12.95', '3897.45']","['11.38', '3227.15']","['2.62', '803.6']","['11.92', '3326.84']","['5.27', '1438.93']","['7.75', '2020.62']","['4.22', '1077.83']","['13.62', '3707.28']","['10.4', '2954.78']","['12.34', '3164.78']","['14.31', '3874.77']","['8.85', '2379.12']","['6.23', '1738.73']","['5.3', '1209.62']","['6.91', '1869.11']","['7.71', '1784.86']","['16.74', '3896.56']"
306,"['12.34', '3758.93']","['7.33', '2189.17']","['10.61', '3065.12']","['13.69', '3911.13']","['11.68', '3238.84']","['3.28', '806.87']","['11.36', '3338.2']","['4.55', '1443.49']","['7.81', '2028.44']","['4.1', '1081.93']","['14.06', '3721.34']","['10.5', '2965.28']","['12.37', '3177.15']","['15.07', '3889.83']","['9.48', '2388.6']","['6.71', '1745.44']","['5.23', '1214.86']","['7.41', '1876.52']","['7.34', '1792.2']","['16.16', '3912.72']"
307,"['12.71', '3771.64']","['7.59', '2196.76']","['10.3', '3075.42']","['13.25', '3924.39']","['11.44', '3250.28']","['2.45', '809.32']","['12.35', '3350.55']","['4.6', '1448.09']","['7.81', '2036.24']","['3.89', '1085.83']","['14.24', '3735.58']","['10.64', '2975.92']","['11.26', '3188.41']","['15.58', '3905.41']","['9.19', '2397.8']","['6.17', '1751.62']","['5.15', '1220']","['7.04', '1883.56']","['6.71', '1798.91']","['16.06', '3928.78']"
308,"['11.75', '3783.39']","['7.26', '2204.01']","['9.81', '3085.23']","['12.67', '3937.06']","['11.45', '3261.73']","['2.22', '811.54']","['12.23', '3362.78']","['5.2', '1453.29']","['7.72', '2043.96']","['3.31', '1089.13']","['14.22', '3749.8']","['10.86', '2986.78']","['12.37', '3200.78']","['15.28', '3920.69']","['9.27', '2407.06']","['6.59', '1758.2']","['4.94', '1224.94']","['7.51', '1891.07']","['6.84', '1805.75']","['17', '3945.77']"
309,"['12.53', '3795.92']","['6.74', '2210.75']","['10.06', '3095.29']","['11.69', '3948.75']","['11.39', '3273.12']","['2.63', '814.17']","['11.38', '3374.16']","['5.53', '1458.82']","['7.29', '2051.25']","['3.28', '1092.41']","['14.21', '3764.01']","['10.68', '2997.46']","['11.26', '3212.04']","['15.18', '3935.87']","['9.67', '2416.73']","['6.99', '1765.19']","['4.27', '1229.21']","['7.75', '1898.82']","['6.97', '1812.72']","['16.81', '3962.59']"
310,"['12.16', '3808.08']","['6.65', '2217.4']","['10.56', '3105.84']","['12.95', '3961.7']","['11.45', '3284.57']","['2.96', '817.13']","['11.98', '3386.14']","['5.61', '1464.42']","['7.87', '2059.12']","['4.44', '1096.85']","['14.13', '3778.14']","['11.17', '3008.64']","['11.68', '3223.72']","['15.38', '3951.25']","['9.98', '2426.71']","['6.31', '1771.5']","['4.75', '1233.96']","['7.03', '1905.85']","['7.11', '1819.83']","['16.15', '3978.73']"
311,"['12.04', '3820.11']","['7.63', '2225.03']","['9.8', '3115.64']","['13.88', '3975.59']","['10.91', '3295.48']","['3.01', '820.14']","['11.46', '3397.6']","['5.5', '1469.93']","['7.86', '2066.98']","['4.01', '1100.86']","['13.15', '3791.29']","['10.74', '3019.37']","['12.24', '3235.96']","['15.64', '3966.89']","['9.59', '2436.3']","['6.74', '1778.24']","['4.24', '1238.2']","['7.23', '1913.07']","['6.55', '1826.38']","['16.24', '3994.97']"
312,"['12.21', '3832.33']","['6.77', '2231.8']","['10.53', '3126.17']","['13.94', '3989.52']","['10.69', '3306.17']","['3.23', '823.37']","['11.48', '3409.08']","['4.51', '1474.44']","['7.38', '2074.36']","['3.49', '1104.36']","['13.39', '3804.68']","['11.49', '3030.87']","['11.68', '3247.64']","['15.49', '3982.38']","['9.93', '2446.24']","['6.82', '1785.06']","['5.39', '1243.59']","['7.79', '1920.86']","['7.48', '1833.86']","['16.18', '4011.15']"
313,"['12.91', '3845.24']","['6.8', '2238.6']","['10.61', '3136.78']","['13.24', '4002.76']","['10.8', '3316.96']","['2.54', '825.91']","['11.36', '3420.44']","['5.5', '1479.94']","['6.75', '2081.11']","['3.71', '1108.06']","['14.02', '3818.69']","['10.94', '3041.81']","['11.46', '3259.1']","['15.32', '3997.7']","['9.16', '2455.4']","['7.29', '1792.34']","['4.49', '1248.08']","['6.8', '1927.66']","['7.65', '1841.51']","['16.22', '4027.36']"
314,"['12.54', '3857.78']","['7.73', '2246.33']","['10.85', '3147.63']","['13.85', '4016.61']","['11.48', '3328.45']","['2.26', '828.16']","['11.36', '3431.8']","['4.7', '1484.64']","['7.41', '2088.52']","['3.86', '1111.92']","['13.97', '3832.67']","['11.12', '3052.94']","['11.72', '3270.82']","['14.51', '4012.2']","['9.06', '2464.46']","['6.66', '1799']","['5.03', '1253.11']","['7.84', '1935.51']","['7.71', '1849.22']","['16.86', '4044.22']"
315,"['12.39', '3870.17']","['6.62', '2252.95']","['10.58', '3158.2']","['13.1', '4029.72']","['11.72', '3340.17']","['2.92', '831.08']","['11.63', '3443.43']","['5.3', '1489.94']","['7.78', '2096.3']","['3.46', '1115.39']","['13.72', '3846.39']","['11.37', '3064.31']","['11.79', '3282.61']","['15.37', '4027.57']","['9.06', '2473.52']","['6.87', '1805.87']","['5.27', '1258.38']","['7.58', '1943.08']","['6.86', '1856.08']","['16.35', '4060.56']"
316,"['11.91', '3882.08']","['6.87', '2259.82']","['10.45', '3168.66']","['13.02', '4042.73']","['10.92', '3351.09']","['3.17', '834.25']","['12.2', '3455.63']","['4.6', '1494.54']","['7.23', '2103.53']","['4.31', '1119.69']","['13.12', '3859.51']","['10.84', '3075.15']","['12.12', '3294.74']","['15.37', '4042.94']","['9.37', '2482.89']","['6.43', '1812.3']","['5.2', '1263.58']","['7.49', '1950.57']","['6.72', '1862.8']","['16.05', '4076.62']"
317,"['12.61', '3894.69']","['6.84', '2266.66']","['10.79', '3179.44']","['12.9', '4055.64']","['11.68', '3362.76']","['3.19', '837.44']","['11.67', '3467.31']","['5.5', '1500.04']","['6.91', '2110.44']","['4.06', '1123.75']","['11.97', '3871.48']","['10.91', '3086.06']","['12.13', '3306.87']","['14.83', '4057.77']","['9.41', '2492.3']","['6.71', '1819.01']","['4.39', '1267.97']","['7.79', '1958.36']","['7.19', '1869.99']","['16.23', '4092.85']"
318,"['12.08', '3906.78']","['7.02', '2273.68']","['10.22', '3189.66']","['13.96', '4069.6']","['11.54', '3374.3']","['2.91', '840.35']","['11.2', '3478.51']","['5.47', '1505.51']","['6.66', '2117.1']","['3.76', '1127.51']","['13.03', '3884.51']","['11.02', '3097.08']","['12.28', '3319.15']","['14.64', '4072.4']","['9.83', '2502.14']","['7.15', '1826.17']","['5', '1272.97']","['7.34', '1965.7']","['6.79', '1876.78']","['16.2', '4109.05']"
319,"['11.82', '3918.59']","['7.31', '2280.98']","['10.56', '3200.21']","['12.69', '4082.29']","['10.64', '3384.94']","['2.86', '843.22']","['11.86', '3490.37']","['4.74', '1510.25']","['7.51', '2124.6']","['3.94', '1131.46']","['13.31', '3897.82']","['10.41', '3107.49']","['12.46', '3331.61']","['14.44', '4086.85']","['9.58', '2511.72']","['7.27', '1833.44']","['4.86', '1277.83']","['7.26', '1972.96']","['6.71', '1883.49']","['17.07', '4126.12']"
